본문,시간,년,월,일,시,d
,2019-02-08T18:20:36.000Z,2019,02,08,18,1
👍👍👍 ,2019-04-24T15:30:30.000Z,2019,04,24,15,0
,2019-06-17T00:05:54.000Z,2019,06,17,00,1
,2019-05-15T11:59:07.000Z,2019,05,15,11,0
간만에 비볏더니 스릴만점 개꿀잼. 예전 같았으면 고립인데...ㅋㅋㅋ누군가 고립되서 버리고간 바이크는 덤.,2019-04-03T12:26:46.000Z,2019,04,03,12,0
기생충버억👍🏻..,2019-06-15T16:11:58.000Z,2019,06,15,16,0
,2018-12-29T13:19:31.000Z,2018,12,29,13,0
😄 ,2019-05-09T12:45:11.000Z,2019,05,09,12,0
집에있던 비비고만두랑 연어에죠스떡볶이 사와서 살찌는 저녁🐷,2018-12-19T10:03:33.000Z,2018,12,19,10,0
에어프라이 군만두👍🏻,2019-05-14T01:03:34.000Z,2019,05,14,01,1
,2019-04-27T05:49:28.000Z,2019,04,27,05,0
자꾸 생각난다 🥟 🤪,2019-02-15T07:11:34.000Z,2019,02,15,07,0
ㅡ자다가 배고파서 에어프라이어 돌림먹고 소화안대서 힘들겠지만배고프니까 일단 먹쟈,2019-03-10T14:45:03.000Z,2019,03,10,14,0
쑨이네떡볶이❣️...,2019-03-30T04:29:45.000Z,2019,03,30,04,1
오늘의 먹은 것들 1탄방울토마토 샐러드랑 군만두,2019-01-23T14:15:35.000Z,2019,01,23,14,0
,2019-04-04T11:48:53.000Z,2019,04,04,11,0
옥련동김식당👩‍🍳오늘은 만듀~~그라탕!!!!수제토매~~이로소오스!!🤩모짜뤨라 치즈+블랙 올리브꼴라보를 통한맛 담뿍!이곳은 이태린가? 린천인가?오늘도 잘 묵고 갑네다~😘😘😘...,2019-05-16T09:37:10.000Z,2019,05,16,09,0
6/9/2019 L,2019-06-09T18:41:39.000Z,2019,06,09,18,1
200일❤,2019-06-17T04:30:21.000Z,2019,06,17,04,1
라면국물에 비비고만두우-,2018-12-15T13:26:03.000Z,2018,12,15,13,0
-,2019-04-30T04:09:23.000Z,2019,04,30,04,1
[엽떡 + 비비고 매운만두 콜라보]엽기떡볶이와 만두 조합은 사랑입니당..ㅎㅎㅎ.....,2019-03-23T15:01:19.000Z,2019,03,23,15,0
,2019-01-29T14:51:21.000Z,2019,01,29,14,0
-행복하다...☺️..,2019-01-31T14:14:40.000Z,2019,01,31,14,0
"지금 너무 배고파😭_예전에 먹은 비빔면 보면서 입맛 다시긔,,🔥💦디즈니랜드에서 사 온 그릇인데 넘나 실용적♥️💛♥️💛..",2019-06-18T07:51:59.000Z,2019,06,18,07,0
어제저녁 김치전~오늘 먹었어야 했는데 ㅎ오징어없어서 오징어젓갈파가없어서 ,2019-06-18T06:45:34.000Z,2019,06,18,06,0
내 주특기인 남편퇴근전에 현우 재워놓기👍.덕분에 육퇴후 함께하는 오늘의 저녁 😊갑자기 잔치국수가 먹고싶은건 뭔데ㅠ아... 몸무게 어쩔😨😨.,2019-04-17T13:13:23.000Z,2019,04,17,13,0
아침9시퇴근후. 장보기. 반찬정리. 그릇정리,2019-05-12T07:33:25.000Z,2019,05,12,07,0
오빠가... 저녁준비도 자기한테 맡기라더니.....이럴거면 차라리 라면을 끓여줘...,2019-03-24T14:53:40.000Z,2019,03,24,14,0
Reposted from @bibigousa -  It’s gettin hot and steamy with @bn_sj2013 who loves our ,2019-03-22T14:44:42.000Z,2019,03,22,14,0
-아침에 라면점심에 ,2018-11-17T06:17:01.000Z,2018,11,17,06,0
엄청 큰 비비고 만두🥟 ,2019-01-14T16:48:53.000Z,2019,01,14,16,0
역시 만두는 ,2019-06-08T10:30:22.000Z,2019,06,08,10,0
컵반 황태국밥에 만두먹기,2019-05-08T01:01:49.000Z,2019,05,08,01,1
어제 ,2019-03-30T02:50:22.000Z,2019,03,30,02,1
퇴근전에 우리집와서 진영오빠랑 놀다가 퇴근하고와서 바로 파티 !매운거매운거 일주일타령하다가 닭발오돌에 매운만두! 에 소주한잔 캬 심난한년 내일 스켈링하로 올텐데.. .....,2019-03-22T12:19:09.000Z,2019,03,22,12,0
,2019-05-01T18:00:05.000Z,2019,05,01,18,1
,2019-03-15T14:13:30.000Z,2019,03,15,14,0
접시는 이것으로 해야 섭하지않제,2019-06-09T02:19:08.000Z,2019,06,09,02,1
만두 맛나맛나아이들은 찐만두나는 청양만두~매콤하니 잡냄새 안나니 순식간에 여섯개 내 입속으로 쏙~,2019-01-25T23:53:45.000Z,2019,01,25,23,1
,2019-05-13T11:01:54.000Z,2019,05,13,11,0
하루일과의 마무리~!,2019-06-20T13:03:14.000Z,2019,06,20,13,0
🥟🍠오늘 저녁도 클리어!,2018-12-20T11:08:43.000Z,2018,12,20,11,0
✏️冷麺(Feat. 둥지냉면 with 비비고만두),2019-06-14T04:25:01.000Z,2019,06,14,04,1
요즘 자꼬 늦은 시간에 뭘먹네🤦‍♀️.,2018-12-12T14:05:40.000Z,2018,12,12,14,0
자취3년차만에 ㅋㅋㅋㅋㅋ 만들어서 먹는 밥ㅋㅋㅋㅋㅋㅋ 귀찮아서 안만든거지만... ㅋㅋㅋㅋ 존맛탱,2019-05-06T02:03:14.000Z,2019,05,06,02,1
비빔냉면에군만두.,2019-06-08T08:40:26.000Z,2019,06,08,08,0
2019.06.11오동통통 쫄깃쫠깃한 너구리!만두 2개 넣었다고 이렇게 넘칠 것 같기 있니?너무 일찍 넣어서 띵띵 불어서 터져버림ㅠ,2019-06-11T17:59:26.000Z,2019,06,11,17,0
간식먹기 딱 좋은시간ㅋ,2019-04-18T08:49:54.000Z,2019,04,18,08,0
"오늘 하루❤5시 50분 기상 - 오메가 일출 - 가파도청보리축제행 -  가다가 취소😱😭 - 수구레 일구보러 내새꾸❤ - 사람없는 테쉬폰 - 신창풍차해안도로 - 수월봉 - 먹고싶었던 비비고만두❤느낀점 : ❤🥰하루종일 행복🥰❤ 1도 안피곤함 새벽산책 매일 해야아아지,,, 하루가 길당🤸‍♀️😆 일구는 이제 얼굴만져도 나 물지도 않는다 내 냄새를 똑똑히 기억하는게 분명해😢 아가가생기는게 이런 기분일까ㅠ.",2019-04-15T11:11:29.000Z,2019,04,15,11,0
짝꿍이 뜬금없이 냉동식품중에 멀 제일많이 먹냐고 물어보더니 만두를 시켜보냈넹ㅋㅋ당분간 만두 안사도되겠다~잘먹을께~😋 고마우이😍,2019-01-22T08:42:24.000Z,2019,01,22,08,0
,2019-04-22T05:06:49.000Z,2019,04,22,05,0
🎵2019.02.22 ,2019-02-22T12:46:15.000Z,2019,02,22,12,0
뭐지 뭐지...멈출 수 없어 ,2018-12-13T11:00:52.000Z,2018,12,13,11,0
,2019-05-28T14:56:53.000Z,2019,05,28,14,0
,2019-05-23T06:48:10.000Z,2019,05,23,06,0
너무 데워서 타버린 ,2019-01-28T12:05:26.000Z,2019,01,28,12,0
내가좋아하는비비고만두.. 1봉지에 갯수는 12개입니다. ,2019-05-23T13:51:35.000Z,2019,05,23,13,0
🥟My SeoJun🥟😋😋😋Thanks @sj.rosepink410 sharing😘[2019/05/16] Posted @withrepost • @sj.rosepink410 🔹️,2019-05-16T16:19:45.000Z,2019,05,16,16,0
,2019-02-27T02:55:27.000Z,2019,02,27,02,1
*-여보야식오늘 고생했어💙-,2019-04-16T16:23:26.000Z,2019,04,16,16,0
.캠핑장에서 캄자튀김과 찐만두가 진리💕,2019-04-27T09:28:50.000Z,2019,04,27,09,0
오늘같이 추운날~집에서 먹는 ,2019-01-26T08:52:53.000Z,2019,01,26,08,0
만두킬러 정로또님!내가있어야 군만두를먹을수있다나...지가귀찮으니깐 별소리를단한다.. 원없이먹으라고 홈쇼핑질럿지욥.,2019-05-29T04:00:02.000Z,2019,05,29,04,1
🥟←差し出されてるｗｗｗ😂🤣▸▸,2019-01-08T09:38:41.000Z,2019,01,08,09,0
퇴근하고 밥하기시러~짜파게티~~^^,2019-02-25T11:11:56.000Z,2019,02,25,11,0
,2019-05-25T23:17:05.000Z,2019,05,25,23,1
무꼬뭐꼬 떡볶이🍲비비고왕교자🥟엄마가 만들어준 새우만두🦐인터넷으로 처음 떡볶이 시켜봤는데 짱맛✨학교앞 떡볶이맛임ㅋㅋㅋ...,2019-01-27T10:06:26.000Z,2019,01,27,10,0
씨제이온마트,2019-01-08T00:04:30.000Z,2019,01,08,00,1
이사 셋째날...고단한 하루의 마지막은 소맥으로 마무리하기 내일부터 다시 일개미 스타투 ...🥴,2019-06-05T15:40:58.000Z,2019,06,05,15,0
"라볶이👨🏼‍🍳💕👍🏻👏🏻.눈뜨자마자 배고프다,라볶이가 먹고싶다 했더니 오늘부터 웨딩휴가라 신난 임셰프가 뚝딱뚝딱☺️❣️ 내가 원했던 맛이라 한입먹을 때마다 칭찬해드림👍🏻 쫌따 드레스 가봉하러가야하는데🤣 매일 입으로만 다이어트 中",2019-04-09T10:53:47.000Z,2019,04,09,10,0
떡없는 오뎅뽀끼!오뎅밖에 없어서..새우랑 비비고만두 투하~만두는 비비고가 짱인듯!👍..,2019-05-21T23:14:18.000Z,2019,05,21,23,1
남자가 늙으면 여성호르몬이 나온다더니~~전자튀김기 나몰래 구매하드니 몇일전부터 비비고만두가 택배로 오고 새우가 택배로 오고 ~~ 나 운동갔다오니 혼자 새우튀김 맨들고~~나 2019년 살빼기로 했는데.... 남동생오드니 고구마튀김해묵자고 고구마 씻고 있고,2019-01-27T08:57:42.000Z,2019,01,27,08,0
맛점👍까르보불닭볶음면+비비고만두+비엔나소세지더 매웠으면 좋겠는데뭔가 매운거 같으면서도매운 포인트를 찾을수가없네🤣집밥과 이조합의 고민 끝에~결국~😘 ,2019-04-16T04:23:04.000Z,2019,04,16,04,1
,2019-06-02T15:35:57.000Z,2019,06,02,15,0
인증됨,2019-01-31T09:17:00.000Z,2019,01,31,09,0
죽고 싶지만 떡볶이는 먹고싶어 ,2019-04-04T02:51:29.000Z,2019,04,04,02,1
,2019-02-17T10:34:19.000Z,2019,02,17,10,0
🌱1박2일..,2019-01-08T15:02:20.000Z,2019,01,08,15,0
,2019-02-03T07:14:02.000Z,2019,02,03,07,0
,2019-01-15T09:13:49.000Z,2019,01,15,09,0
배고파서 비비고 만두를 쪄서 먹고 있는데 그녀가 자꾸 쳐다보고 만져보고 입에 몇 번 갖다대더니 한 개를 슬그머~니 손에 꼭 쥐고 야무지게 먹는다 🥟만두 좋아하는 나를 닮았나? 🤣점심에 이것저것 많이 먹어서 저녁은 잘 안 먹겠군 휴.,2019-04-26T08:33:51.000Z,2019,04,26,08,0
도저히 참을 수가 없었다. 며칠 전부터 스트뤠스인지 뭔지 (잘 먹지도 못하면서) 매운맛이 너무 간절했었다😭..참다 참다 오늘 저질렀다. ,2019-05-23T12:47:52.000Z,2019,05,23,12,0
고향만두야가 최고인줄 알았는대~~비비고만두가 우월하네~~ㆍㆍㆍㆍㆍㆍㆍㆍㆍ,2019-03-02T01:06:38.000Z,2019,03,02,01,1
"2019.01.27<비비고 김치왕교자>그 유명한 비비고 만두를 처음으로 먹어보았다🙌 김치만두파이기때문에 맛은 김치로 결정❗️아래쪽은 기름으로 바삭하게 굽고, 위쪽은 수증기로 찌는 방식으로 만두를 만들어보았다.식초랑 간장, 고춧가루까지 넣고 양념간장 만든 뒤에 한입 베어먹으니 이곳이 천국😇 양이 부족한게 아쉽지만 그래도 맛있따😍⭐️⭐️⭐️⭐️..",2019-01-31T10:08:04.000Z,2019,01,31,10,0
남편요리새해 앞두고 떡국 해먹기1살 더 먹기 ,2018-12-27T09:03:24.000Z,2018,12,27,09,0
중흥 이웃주민과~~^^ㅋㅋ ,2019-05-21T11:56:31.000Z,2019,05,21,11,0
우리 가족이 좋아하는 ,2019-02-19T04:57:30.000Z,2019,02,19,04,1
오랫만이야~~~혼술~^^ ,2019-03-20T15:52:51.000Z,2019,03,20,15,0
파송송 유자폰즈에 빠진 만듀 🥟🥢,2019-06-19T06:17:08.000Z,2019,06,19,06,0
@Regran_ed from @sosoham_cafe -  ,2018-12-14T15:31:47.000Z,2018,12,14,15,0
"〰️ 어제의 식단(19.01.28) 〰️ 🕘 아침 : 사과 1개아침사과는 금사과라 하였지🕛 점심 : 닭가슴살 탄두리맛+바나나 1개+고구마(사진보다 더 큼,,사진은 오늘 먹을거) 닭가슴살을 먹고 고구마를 찌기 시작했는데.. 생각보다 찌는데 너무 오래걸렸고 회의하고 일까지 하고 난 다음에 먹어서 간식느낌으로 먹게되었음그래도 물고구마처럼 쪄져서 맛있었음..(눙물) 닭가슴살은 ",2019-01-29T02:48:49.000Z,2019,01,29,02,1
요즘 맨날 먹고싶은 야식 🥟,2019-01-09T16:57:37.000Z,2019,01,09,16,0
,2019-04-14T02:54:28.000Z,2019,04,14,02,1
오늘 6시에 저녁 일찍 먹고 운동하고 잘해쓰👍 내일은 아침 공복유하고 바쁜 일정 소화해야지 💪🏻 바쁘게 보낼 수 있다는 것에 감사함을 가지고 잠들어본다🙏🏻...,2019-01-15T14:29:43.000Z,2019,01,15,14,0
오늘저녁은만듀오늘 유난히 잘구었어 ,2019-05-23T09:59:22.000Z,2019,05,23,09,0
오늘의 간식은 만두.역시 만두는 비비고!면보가 없어서 종이호일을 깔았는데 냉동만두라 얼음이 녹아서 생긴물이 아래로 안빠진다는게 단점. 그래도 맛있었다♡ 담엔 김치만두로!,2019-04-02T08:26:14.000Z,2019,04,02,08,0
0427토욜. 🌞🌞 날씨가 너무너무너무좋은데 가게가야하는 모녀🤣 단지안 꽃과나무들이 너무예뻐서 가게가는10분내내 즐거웠지💐 ,2019-04-29T13:38:26.000Z,2019,04,29,13,0
간단한 저녁,2019-01-26T06:10:06.000Z,2019,01,26,06,0
.주말간식은오뎅꼬치 만두 레드향쥬스^^오뎅은 역시 미도가맛남!!대림꺼썼더니...밸..레드향 그냥 쫌 먹지...새콤해서 잘안먹어서 갈아줌ㅜㅜ손이많이가는 녀석들..내새끼들이라...안해줄수도없고휴...늙는다늙어ㅜㅜ...,2019-01-27T05:52:39.000Z,2019,01,27,05,0
오호🤩 이거 추천이요🙋🏻‍♀️오늘 마트갔다가 만두 시식했는데 맛이 좋더라구요😍시식은 군만두로 했고 집에와서 쪄서 먹었는데 정말 맛있어요🤤 남편은 고기만두파인데 김치만두👍🏻래요😛소스는 필요없어요👋🏻피가 얇아 간이 좀 세게 느껴지거든요😋,2019-06-02T15:38:57.000Z,2019,06,02,15,0
,2019-01-03T13:03:52.000Z,2019,01,03,13,0
만두만든날.ㅋㅋ💞 😅아우ㅡ피곤타ㅎㅎ비비고만두맛 딱. 그맛보다 조금 더 맛난맛.하고나니 뿌듯ㅎ😘키즈줌바 있는날.🎶 😻오늘도 쉬지 못하고 움직이는 날. 👏그와중에 만두만들다.,2019-01-29T05:11:46.000Z,2019,01,29,05,0
아이고 추워라!! 꽁꽁 싸매고 등원하기^^* 사진찍으려 하면 어쩜저리 몸을 꼬아대는지^^ 오디서 사진찍는거 배우는거니???ㅋ 요즘 어린이집에서 사진찍는 포즈도 알려주나요????^^....,2019-02-08T03:42:38.000Z,2019,02,08,03,1
.밥은 질리고냉장고에 뭐가 딱히 크게없네?대충먹고저녁엔 외식하자😊.진구는 ,2019-03-02T02:05:44.000Z,2019,03,02,02,1
⠀⠀⠀문의카톡들로.눈을.일찍떴어유.배가고파소.징징거렸드니.기린아자씨🦒밥상. ....여기가.cj 직원.식당인가여.....,2019-04-27T01:01:17.000Z,2019,04,27,01,1
,2019-02-01T12:28:48.000Z,2019,02,01,12,0
즐거운 시험기간~~👐집에 와서는 맨날 야식👩‍🍳👩‍🍳.....,2018-12-12T07:15:37.000Z,2018,12,12,07,0
만두🤤,2019-06-04T11:29:00.000Z,2019,06,04,11,0
🦋잔나비노래 참 좋아🎼사랑하긴했었나요스쳐가는인연이었나요유일하게 나의 사치인 네일아트:)집에 가는길에 신나게들었던 노래집에와서 설거지하고 청소하고 음식하고평범한거같지만 매일매일이 행복하는중♥.....,2019-05-16T01:52:27.000Z,2019,05,16,01,1
신행에서 도착하자마자 바로 시켜먹은 ,2019-02-03T09:39:13.000Z,2019,02,03,09,0
,2019-05-25T10:11:16.000Z,2019,05,25,10,0
ㆍㆍ,2019-01-24T13:49:03.000Z,2019,01,24,13,0
휴일 마지막날눈뜨자마자 성미네집 출동~홈트40분  그리고 폭풍흡입😂😋,2019-05-06T09:21:44.000Z,2019,05,06,09,0
2019년 제 1차 신월향우회 동계 MT190211~190212양손 무겁게 가서 양손 무겁게 돌아오는 기적의 여행...,2019-02-12T07:24:15.000Z,2019,02,12,07,0
,2019-04-20T15:06:31.000Z,2019,04,20,15,0
오늘 저녁엔 멸치육수 진하게 우려서 소고기 듬뿍 넣고 만둣국 해서 먹었지용 👉🏻👈🏻💕 비비고만두 넘나 맛나요옹😉💕 쌀쌀한 날 먹으니 더 좋네요 뜨끈뜨끈!!! 감기조심하세용 🥺,2018-12-14T11:59:02.000Z,2018,12,14,11,0
🍜🥟요즘 애용하는,2019-01-13T04:15:50.000Z,2019,01,13,04,1
,2019-01-11T11:12:25.000Z,2019,01,11,11,0
,2018-12-27T16:00:43.000Z,2018,12,27,16,0
오랜만에 떡만두국이제 최연우도 어른들과 한상에 ㅋㅋ잘먹어보세~~,2019-01-03T03:20:29.000Z,2019,01,03,03,1
마지막 다섯개~~또사야지비비고 찐만두~ 존맛탱 굿~..,2019-06-13T12:53:17.000Z,2019,06,13,12,0
아들의 이른저녁,2019-04-21T07:58:16.000Z,2019,04,21,07,0
,2019-02-20T15:36:42.000Z,2019,02,20,15,0
,2019-03-14T14:03:55.000Z,2019,03,14,14,0
오늘 저녁도 뚱솊 💕 ,2019-05-17T12:48:39.000Z,2019,05,17,12,0
요즘 분식에 빠진날><비비고 군만두와 ㅋㅋㅋㅋ 편의점 죠스떡볶이 👍맛이 존맛탱이랍니다,2019-06-18T15:22:33.000Z,2019,06,18,15,0
,2019-02-14T01:58:30.000Z,2019,02,14,01,1
.라면에 만두 !! 만두 6개들은거 실화냥....😭.,2019-03-06T13:08:50.000Z,2019,03,06,13,0
,2019-02-01T11:01:01.000Z,2019,02,01,11,0
,2019-01-01T03:00:48.000Z,2019,01,01,03,1
-에어프라이어가 다했습니다.정말 정말 너무 조으다❤️..,2018-12-26T06:40:52.000Z,2018,12,26,06,0
"-⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ 간단히 저녁먹으려고,Pk market에서 우리 다희 추천템으로사 온 ",2019-01-25T13:48:17.000Z,2019,01,25,13,0
,2018-12-14T14:27:15.000Z,2018,12,14,14,0
,2019-06-19T14:47:29.000Z,2019,06,19,14,0
"1월1일. 베트남에서 장봐서 떡국 끓여먹기. 30살 기념의 유치한 단체티도 딱이야.새해에는 꼭 떡국을 먹어야한다는 민지덕에, 단체티도 꼭 맞출거라는 울 민지덕에...재미있오🤭..",2019-01-03T01:39:39.000Z,2019,01,03,01,1
,2019-01-28T16:16:33.000Z,2019,01,28,16,0
금요일 특식이닷 🍳🥘🍲🍜 ,2019-05-17T11:28:07.000Z,2019,05,17,11,0
,2019-05-14T22:11:28.000Z,2019,05,14,22,1
,2019-02-17T01:34:29.000Z,2019,02,17,01,1
,2019-03-31T10:26:22.000Z,2019,03,31,10,0
⠀라면은 맛있어 맛있는건 바나나🍌이번주엔 정말 열심히 도시락 먹으려고 했는데자꾸만 먹을 일이 생기네.그래도 허쉬초콜렛 아이스크림은 잘 참았어.⠀⠀,2019-01-08T04:53:57.000Z,2019,01,08,04,1
,2019-06-08T09:55:54.000Z,2019,06,08,09,0
"♡..오늘 우리집 저녁메뉴는 오징어덮밥 이였는데,울신랑 급 저녁약속 잡히심!ㅎ그래서 오징어덮밥은 다음기회에..👋아들램이랑 분식데이!!떡국떡으로 떡볶이 만들어 먹기.홍고추가..다이어트에 조타 했던가..?면역력에 조타 했던가..?여튼 오늘아침 테비에 홍고추 조타해서,구멍어묵에 넣어서 구웠는데..아들 안묵고!🤣아..왜 난 오늘이 금요일 같을까..ㅎ.",2018-12-27T09:34:45.000Z,2018,12,27,09,0
.오늘의 반성 2...,2019-04-25T07:57:09.000Z,2019,04,25,07,0
,2019-05-16T03:42:29.000Z,2019,05,16,03,1
2019.05.23 목요일..아침엔 목요일이라 넘나리 행복했고오후는 넘나리 힘들어서 신랑한테 😭😭징징집에 있는 안주로 신랑이랑 한잔하는중~..,2019-05-23T12:39:21.000Z,2019,05,23,12,0
,2019-04-18T14:11:08.000Z,2019,04,18,14,0
"국물 떡볶이🍳폭식은 위험합니다😅아침 간단히 먹고 하루종일 작업하다 3시 넘어서야 배가 고팠던 저는 그만 폭식을..ㅠㅠ 폭식은 살찌는 지름길이니..끼니는 제때 챙겨 먹는걸로..😂.떡국떡, 어묵, 대파, 고춧가루, 간장, 설탕, 꿀, 천일염, 후추..",2019-04-12T08:39:34.000Z,2019,04,12,08,0
미나리가 필요해,2019-01-27T04:31:06.000Z,2019,01,27,04,1
.안녕하세요.처음 부업을 시작하시면 모르는것 투성이잖아요!당연한거에요.^^그래서 멘토가 중요해요.처음부터 잘 잡아주어야하니까요.^^.인스타그램 로직이 계속 변화하고있어요.인스타그램 자체에서 로직을 공개하지 않아서그 누구도 100% 로직을 알 수는 없어요..로직 100% 알고있다는 사람은 뻥쟁이!!😆😆.그만큼 꾸준히 공부를 하는 멘토를 만나셔야햐요.예전의 방법은 이제 통하지않아요.^^..항상 공뷰하는 멘토 형제맘과 함께하세요.^^형제맘은 매일 열심히 자료정리하고인스타 로직도 공부하고 있어요.^^이 모든 정보들 후배님들과 100%공유해요!!혼자만 잘되지 않아요~~🥰🥰혼자만 잘되는 얌체 멘토 싫어요!!😠😠...@twobro_mom  프로필 하단 오픈채팅으로 부담없이 연락주세요.^^,2019-05-16T00:19:25.000Z,2019,05,16,00,1
나갔다 돌아오니집앞에 거대한 아이스박스가..만두를 10.5키로나 샀다고 한다😵만두덕후지만 너무 놀람ㅋㅋㅋ냉동실 정리하고 겨우겨우 정리오늘부터 만두만 먹어야할듯해여?/,2019-04-13T08:29:04.000Z,2019,04,13,08,0
,2018-12-14T10:48:13.000Z,2018,12,14,10,0
오랜만에 ,2019-02-14T07:12:02.000Z,2019,02,14,07,0
오늘 스트레스 받고 고생한 나를 위해 내가 만든 저녁 집밥...,2019-01-29T11:00:47.000Z,2019,01,29,11,0
,2019-05-27T01:51:46.000Z,2019,05,27,01,1
,2019-02-09T12:22:05.000Z,2019,02,09,12,0
,2019-02-26T14:11:58.000Z,2019,02,26,14,0
너무 빨리 샤워하고파서 집으로집으로ㅎ일주일 가출로 집에 뭐 없음ㅋㅋ다시 나가기 싫고ㅋ 서방아 해줘! 나 아직라면 잘 못끓임ㅎ 오랜만에 먹는 라면 넘 맛있당!😮,2019-04-14T07:12:48.000Z,2019,04,14,07,0
바가지 머리로 귀염폭발한 운이너 치즈스틱모델할래너 만두모델할래아 먹는거 하나 끝내주는내귀욤이근데 왜 오늘  쌀은 안먹을려고 하니~~~,2019-01-06T14:22:43.000Z,2019,01,06,14,0
"지구뿌셔! 귀염뽀작!카카오프렌즈 에어팟케이스가 2,900원!",2019-04-26T08:11:43.000Z,2019,04,26,08,0
,2019-04-18T15:14:20.000Z,2019,04,18,15,0
"요즘같이 추운 겨울, 출출한 나의 야식을 책임질 명장님표 시래기 명품 만두가 왔어요!!!.시래기 만두는 대한민국 만두 명장이 5년간 심혈을 기울여서 개발한 만두로써, 최상급 명품 청정 시래기만을 사용하여만든 만두예요..감자피속에 시래기를 첨가함으로써, 돼지고기 특유의 냄새와 느끼한 맛을 해소한 건강한 만두라고 할 수 있어요...🔴만두구성: 1.시래기고기만두+시래기김치만두/ 2.시래기김치만두+시래기김치만두. 🔴가격: 19800원 ( 만두 850g * 2봉지 + 아이스박스 +아이스팩 + 전국 무료배송).🌟시중에 파는 400g * 4봉지 보다 100g이 더 들어 있답니다...🔴공구날짜 : 2019년 1월1일(화)-1월5일(토)까지.배송은 1월 7일(월)에 일괄 배송됩니다. 1월8일(화)에 받아보실 수 있으실거예요. <명장만두 안내사항> ✔주문 전 필독 부탁드립니다✔.🔵만두는 음식 특성상 개봉 후 반품이 어렵습니다.공구기간에는 수량을 체크하여 공장에서 한 번에 출고가 되기 때문에, 죄송스럽지만 취소는 불가합니다. 그러니 신중한 구매 부탁드립니다.. 🔵주문해 주셔서 감사합니다. 대한민국 만두 명장이 만든 건강한 만두 드시고, 따뜻한 겨울 보내세요..",2018-12-30T15:58:49.000Z,2018,12,30,15,0
"...비비고 한섬만두, 겉도 속도 잘생긴 만두가 되어라 .출처bibigoglobal",2019-01-07T04:34:23.000Z,2019,01,07,04,1
,2019-05-05T07:45:53.000Z,2019,05,05,07,0
만듀맥쥬🍺,2019-06-08T14:43:38.000Z,2019,06,08,14,0
💕오늘 저녁은 ,2019-04-18T10:05:13.000Z,2019,04,18,10,0
홈쇼핑에 매력에 빠집시다.저렴한 가격에 비비고만두 세트💕에프 돌려 먹어야겟당😆😆😆😆🍺 ,2019-01-17T01:09:41.000Z,2019,01,17,01,1
일요일 마지막코스 장보기 난 오늘도 초콜렛에 과자 먹방에 마지막 아이스크림까지.. 운동을 하면  뭐하냐구 초콜렛을 끊지 못하겠어ㅜㅜ내일부터 다시 도전.. 365ㄹ 다이어트 결심,2019-04-21T10:56:39.000Z,2019,04,21,10,0
"만두 세일,냉동실 포화;;;내 배는 빵빵ㅋㅋ",2019-01-23T03:54:48.000Z,2019,01,23,03,1
,2018-12-16T07:09:49.000Z,2018,12,16,07,0
오늘 비도 안오는데 어쩐일인지 막걸리에 해물파전이 땡기신다는 남편이 장봐와서 굽굽해준 해물파전! 그리고 이거저거 고민하다 주말에 구매한 에어프라이어에 군만두! 에어프라이어 왜 미리 안샀을까 싶네..... 혁명적인! ㅋㅋ 후라이팬 멀리하고 자주 사용할거 같음ㅋㅋ,2019-01-30T13:27:48.000Z,2019,01,30,13,0
.우리집엔 만두귀신이 살아요 그만두귀신들은 비비고만먹어서 핫딜만 떳다하면 쟁이는데 하루가 멀다하고 야식먹는 남편을위해 핫딜이 떳나보다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ만두도착했다 카톡하니 입찢어지시네냉동실 채우니 든든하구만..,2018-12-14T04:00:56.000Z,2018,12,14,04,1
,2019-01-20T14:24:38.000Z,2019,01,20,14,0
역시 믿먹 비비고👍,2019-05-17T03:00:53.000Z,2019,05,17,03,1
,2019-02-28T09:31:42.000Z,2019,02,28,09,0
육퇴 후 와이프와 연말냉동파티,2018-12-31T13:50:00.000Z,2018,12,31,13,0
2019.02.12,2019-02-12T04:57:09.000Z,2019,02,12,04,1
내가 굽는 만두가 세상에서 제일 맛있다는 우리메리♡겉바속촉 한입물면 육즙터져~~아직 우리집 냉동고에는 만두가 가득차있습니다.,2019-05-14T22:45:36.000Z,2019,05,14,22,1
집에서 간단하게 한잔 하는중~~세상에 제일 어려운것이 뭘까~?남들의 입에 오르내리는말~~거짓 왜곡~ 내 삶의 장애물~~사회생활이라는게 공동체를 위하여 협업하고 배려하고 이해해 주는것부터 시작하는게 아닌가~??나는 그러지 말아야지~~기도하고 또 기도해야지~~,2018-12-19T13:16:45.000Z,2018,12,19,13,0
ㅡ분식은 늘 옳다ㅎㅎ,2019-02-19T01:11:02.000Z,2019,02,19,01,1
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀떡만두국 대접 받은 날 ,2019-01-17T13:03:57.000Z,2019,01,17,13,0
